,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,01/27,1,Economic,Local,WIND,145,170.0
1,01/27,2,Economic,Local,WIND,101,120.0
2,01/27,3,Economic,Local,WIND,138,178.0
3,01/27,4,Economic,Local,WIND,167,194.0
4,01/27,5,Economic,Local,WIND,155,175.0
5,01/27,6,Economic,Local,WIND,154,189.0
6,01/27,7,Economic,Local,WIND,101,126.0
7,01/27,8,Economic,Local,WIND,107,146.0
8,01/27,9,Economic,Local,SOLR,0,
9,01/27,9,Economic,Local,WIND,141,142.0
10,01/27,9,Economic,System,SOLR,292,1067.0
11,01/27,9,Economic,System,WIND,47,166.0
12,01/27,10,Economic,Local,SOLR,7,11.0
13,01/27,10,Economic,Local,WIND,173,175.0
14,01/27,10,Economic,System,SOLR,296,938.0
15,01/27,10,Economic,System,WIND,45,80.0
16,01/27,11,Economic,Local,SOLR,5,
17,01/27,11,Economic,Local,WIND,195,221.0
18,01/27,11,Economic,System,SOLR,2,1.0
19,01/27,11,Economic,System,WIND,2,22.0
20,01/27,12,Economic,Local,WIND,212,218.0
21,01/27,12,Economic,System,SOLR,65,228.0
22,01/27,12,Economic,System,WIND,32,78.0
23,01/27,13,Economic,Local,WIND,229,252.0
24,01/27,13,Economic,System,SOLR,31,73.0
25,01/27,13,Economic,System,WIND,36,93.0
26,01/27,14,Economic,Local,WIND,220,263.0
27,01/27,14,Economic,System,SOLR,1,1.0
28,01/27,14,Economic,System,WIND,3,
29,01/27,15,Economic,Local,WIND,210,237.0
30,01/27,15,Economic,System,SOLR,2,6.0
31,01/27,15,Economic,System,WIND,12,45.0
32,01/27,16,Economic,Local,WIND,196,238.0
33,01/27,16,Economic,System,SOLR,54,430.0
34,01/27,16,Economic,System,WIND,15,42.0
35,01/27,17,Economic,Local,WIND,65,118.0
36,01/27,18,Economic,Local,WIND,57,98.0
37,01/27,19,Economic,Local,WIND,18,65.0
38,01/27,21,Economic,Local,WIND,8,20.0
39,01/27,22,Economic,Local,WIND,3,18.0
40,01/27,23,Economic,Local,WIND,21,63.0
41,01/27,24,Economic,Local,WIND,56,118.0
