,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,11/25,1,Economic,Local,WIND,42.0,56.0
1,11/25,2,Economic,Local,WIND,3.0,33.0
2,11/25,3,Economic,Local,WIND,13.0,50.0
3,11/25,9,Economic,Local,SOLR,18.0,62.0
4,11/25,9,Economic,Local,WIND,0.0,3.0
5,11/25,9,Economic,System,SOLR,19.0,41.0
6,11/25,9,Economic,System,WIND,1.0,
7,11/25,9,SelfSchCut,Local,SOLR,13.0,20.0
8,11/25,10,Economic,Local,SOLR,194.0,336.0
9,11/25,10,Economic,Local,WIND,3.0,4.0
10,11/25,10,Economic,System,SOLR,0.0,
11,11/25,10,SelfSchCut,Local,SOLR,14.0,10.0
12,11/25,11,Economic,Local,SOLR,249.0,295.0
13,11/25,11,Economic,Local,WIND,6.0,8.0
14,11/25,11,Economic,System,SOLR,0.0,
15,11/25,11,SelfSchCut,Local,SOLR,15.0,14.0
16,11/25,12,Economic,Local,SOLR,144.0,233.0
17,11/25,12,Economic,Local,WIND,6.0,7.0
18,11/25,12,Economic,System,SOLR,2.0,25.0
19,11/25,12,SelfSchCut,Local,SOLR,12.0,6.0
20,11/25,13,Economic,Local,SOLR,192.0,418.0
21,11/25,13,Economic,Local,WIND,3.0,4.0
22,11/25,13,Economic,System,SOLR,0.0,
23,11/25,13,SelfSchCut,Local,SOLR,22.0,20.0
24,11/25,14,Economic,Local,SOLR,263.0,390.0
25,11/25,14,Economic,Local,WIND,3.0,4.0
26,11/25,14,SelfSchCut,Local,SOLR,30.0,34.0
27,11/25,15,Economic,Local,SOLR,26.0,123.0
28,11/25,15,Economic,Local,WIND,0.0,3.0
29,11/25,15,Economic,System,SOLR,16,43.0
30,11/25,15,Economic,System,WIND,1,
31,11/25,15,SelfSchCut,Local,SOLR,21,8.0
32,11/25,16,Economic,Local,SOLR,10,14.0
33,11/25,16,Economic,System,SOLR,1,2.0
34,11/25,16,SelfSchCut,Local,SOLR,12,27.0
35,11/25,23,Economic,Local,WIND,2,19.0
36,11/25,24,Economic,Local,WIND,31,60.0
