,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,10/07,8,Economic,Local,WIND,1,6.0
1,10/07,10,Economic,System,SOLR,0,2.0
2,10/07,11,Economic,System,SOLR,0,1.0
3,10/07,13,Economic,Local,SOLR,1,7.0
4,10/07,14,Economic,Local,SOLR,2,12.0
5,10/07,15,Economic,Local,SOLR,57,194.0
6,10/07,15,Economic,Local,WIND,0,
7,10/07,15,Economic,System,SOLR,0,1.0
8,10/07,16,Economic,Local,WIND,2,14.0
9,10/07,16,Economic,System,SOLR,0,
10,10/07,17,Economic,Local,WIND,32,62.0
11,10/07,17,Economic,System,SOLR,1,2.0
12,10/07,18,Economic,Local,WIND,1,10.0
13,10/07,18,Economic,System,SOLR,1,2.0
