,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
1,04/16,8,Economic,Local,SOLR,1.0,
2,04/16,8,Economic,System,SOLR,26.0,192.0
3,04/16,8,Economic,System,WIND,0.0,2.0
4,04/16,9,Economic,Local,SOLR,2.0,
5,04/16,9,Economic,System,SOLR,3.0,14.0
6,04/16,10,Economic,Local,SOLR,39.0,233.0
7,04/16,10,Economic,System,SOLR,47.0,
8,04/16,11,Economic,Local,SOLR,43.0,7.0
9,04/16,11,Economic,System,SOLR,101.0,262.0
10,04/16,12,Economic,System,SOLR,9.0,112.0
11,04/16,14,Economic,Local,SOLR,8.0,
12,04/16,14,Economic,System,SOLR,12.0,98.0
13,04/16,15,Economic,Local,SOLR,95.0,
14,04/16,15,Economic,System,SOLR,212.0,640.0
15,04/16,15,Economic,System,WIND,0.0,1.0
16,04/16,19,Economic,Local,SOLR,1.0,
17,04/16,19,Economic,System,SOLR,2.0,10.0
