,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/01,6,Economic,Local,WIND,4,51.0
1,12/01,9,Economic,Local,SOLR,101,222.0
2,12/01,9,Economic,System,WIND,0,0.0
3,12/01,10,Economic,Local,SOLR,267,352.0
4,12/01,10,Economic,System,SOLR,0,
5,12/01,11,Economic,Local,SOLR,302,354.0
6,12/01,11,Economic,Local,WIND,0,
7,12/01,11,Economic,System,SOLR,0,
8,12/01,11,Economic,System,WIND,4,
9,12/01,12,Economic,Local,SOLR,241,319.0
10,12/01,12,Economic,Local,WIND,0,0.0
11,12/01,12,Economic,System,SOLR,4,16.0
12,12/01,12,Economic,System,WIND,3,5.0
13,12/01,13,Economic,Local,SOLR,236,277.0
14,12/01,13,Economic,Local,WIND,0,0.0
15,12/01,13,Economic,System,SOLR,2,5.0
16,12/01,13,Economic,System,WIND,4,10.0
17,12/01,14,Economic,Local,SOLR,243,273.0
18,12/01,14,Economic,Local,WIND,0,0.0
19,12/01,14,Economic,System,SOLR,2,7.0
20,12/01,14,Economic,System,WIND,2,1.0
21,12/01,15,Economic,Local,SOLR,213,278.0
22,12/01,15,Economic,System,SOLR,0,
23,12/01,16,Economic,Local,SOLR,70,188.0
24,12/01,16,Economic,System,SOLR,1,
