,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,02/07,6,Economic,System,WIND,1,6.0
1,02/07,8,Economic,Local,SOLR,2,23.0
2,02/07,9,Economic,Local,SOLR,65,131.0
3,02/07,10,Economic,Local,SOLR,31,182.0
4,02/07,10,Economic,System,SOLR,1,
5,02/07,11,Economic,System,SOLR,64,447.0
6,02/07,11,Economic,System,WIND,1,9.0
7,02/07,12,Economic,Local,SOLR,88,239.0
8,02/07,12,Economic,System,SOLR,0,
9,02/07,13,Economic,Local,SOLR,99,263.0
10,02/07,14,Economic,Local,SOLR,50,205.0
11,02/07,15,Economic,Local,SOLR,119,560.0
12,02/07,15,Economic,System,SOLR,0,
