,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,01/30,1,Economic,Local,WIND,200.0,223.0
1,01/30,2,Economic,Local,WIND,201.0,219.0
2,01/30,3,Economic,Local,WIND,177.0,216.0
3,01/30,4,Economic,Local,WIND,200.0,215.0
4,01/30,5,Economic,Local,WIND,169.0,180.0
5,01/30,6,Economic,Local,WIND,134.0,165.0
6,01/30,7,Economic,Local,WIND,107.0,180.0
7,01/30,8,Economic,Local,WIND,227.0,364.0
8,01/30,9,Economic,Local,SOLR,6.0,14.0
9,01/30,9,Economic,Local,WIND,185.0,150.0
10,01/30,9,Economic,System,SOLR,21.0,253.0
11,01/30,9,Economic,System,WIND,0.0,2.0
12,01/30,9,SelfSchCut,Local,SOLR,0.0,1.0
13,01/30,10,Economic,Local,SOLR,56.0,215.0
14,01/30,10,Economic,Local,WIND,105.0,91.0
15,01/30,10,Economic,System,SOLR,0.0,
16,01/30,10,Economic,System,WIND,1.0,
17,01/30,11,Economic,Local,SOLR,144.0,381.0
18,01/30,11,Economic,Local,WIND,92.0,139.0
19,01/30,11,SelfSchCut,Local,SOLR,0.0,
20,01/30,12,Economic,Local,SOLR,74.0,147.0
21,01/30,12,Economic,Local,WIND,174.0,287.0
22,01/30,12,Economic,System,SOLR,0.0,
23,01/30,12,Economic,System,WIND,0.0,
24,01/30,13,Economic,Local,SOLR,201.0,385.0
25,01/30,13,Economic,Local,WIND,125.0,156.0
26,01/30,13,SelfSchCut,Local,SOLR,2.0,
27,01/30,14,Economic,Local,SOLR,13.0,2.0
28,01/30,14,Economic,Local,WIND,157.0,243.0
29,01/30,14,SelfSchCut,Local,SOLR,0,
30,01/30,15,Economic,Local,WIND,82,111.0
31,01/30,16,Economic,Local,WIND,45,69.0
32,01/30,16,Economic,System,SOLR,1,
33,01/30,17,Economic,Local,WIND,5,25.0
34,01/30,17,Economic,System,SOLR,1,2.0
35,01/30,19,Economic,Local,WIND,55,96.0
36,01/30,20,Economic,Local,WIND,66,98.0
37,01/30,21,Economic,Local,WIND,116,161.0
38,01/30,22,Economic,Local,WIND,89,117.0
39,01/30,23,Economic,Local,WIND,79,131.0
40,01/30,24,Economic,Local,WIND,59,108.0
