,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
1,04/29,8,Economic,System,SOLR,243.0,835.0
2,04/29,8,Economic,System,WIND,2.0,6.0
3,04/29,9,Economic,Local,SOLR,140.0,795.0
4,04/29,9,Economic,Local,WIND,1.0,4.0
5,04/29,9,Economic,System,SOLR,333.0,
6,04/29,9,Economic,System,WIND,1.0,
7,04/29,10,Economic,Local,SOLR,20.0,26.0
8,04/29,10,Economic,System,SOLR,231.0,312.0
9,04/29,10,ExDispatch,System,SOLR,1.0,15.0
10,04/29,10,SelfSchCut,Local,SOLR,2.0,
11,04/29,11,Economic,Local,SOLR,89.0,213.0
12,04/29,11,Economic,System,SOLR,121.0,
13,04/29,11,ExDispatch,Local,SOLR,7.0,14.0
14,04/29,11,ExDispatch,System,SOLR,7.0,
15,04/29,11,SelfSchCut,Local,SOLR,4.0,6.0
16,04/29,12,Economic,Local,SOLR,108.0,16.0
17,04/29,12,Economic,System,SOLR,184.0,294.0
18,04/29,12,ExDispatch,Local,SOLR,16.0,17.0
19,04/29,12,SelfSchCut,Local,SOLR,7.0,10.0
20,04/29,13,Economic,Local,SOLR,24.0,27.0
21,04/29,13,Economic,System,SOLR,136.0,245.0
22,04/29,13,ExDispatch,Local,SOLR,17.0,17.0
23,04/29,13,SelfSchCut,Local,SOLR,9.0,8.0
24,04/29,14,Economic,Local,SOLR,21.0,21.0
25,04/29,14,Economic,System,SOLR,1.0,12.0
26,04/29,14,ExDispatch,Local,SOLR,17.0,17.0
27,04/29,14,SelfSchCut,Local,SOLR,4.0,10.0
28,04/29,15,Economic,Local,SOLR,19.0,20.0
29,04/29,15,ExDispatch,Local,SOLR,8.0,17.0
30,04/29,15,ExDispatch,System,SOLR,6.0,
31,04/29,15,SelfSchCut,Local,SOLR,1.0,6.0
32,04/29,16,Economic,Local,SOLR,12,16.0
33,04/29,16,ExDispatch,Local,SOLR,1,
34,04/29,16,ExDispatch,System,SOLR,7,11.0
35,04/29,16,SelfSchCut,Local,SOLR,1,5.0
36,04/29,17,Economic,Local,SOLR,6,7.0
37,04/29,17,Economic,System,SOLR,2,25.0
38,04/29,17,ExDispatch,Local,SOLR,1,
39,04/29,17,ExDispatch,System,SOLR,3,4.0
40,04/29,18,Economic,Local,SOLR,3,16.0
41,04/29,18,ExDispatch,Local,SOLR,0,
42,04/29,18,ExDispatch,System,SOLR,0,4.0
43,04/29,18,SelfSchCut,Local,SOLR,0,0.0
