,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,01/06,1,Economic,Local,WIND,9,107.0
1,01/06,1,Economic,System,WIND,2,
2,01/06,9,Economic,Local,SOLR,17,208.0
3,01/06,9,Economic,Local,WIND,5,14.0
4,01/06,10,Economic,Local,SOLR,220,586.0
5,01/06,10,Economic,Local,WIND,10,21.0
6,01/06,11,Economic,Local,SOLR,17,142.0
7,01/06,11,Economic,Local,WIND,10,18.0
8,01/06,11,Economic,System,SOLR,1,1.0
9,01/06,11,Economic,System,WIND,4,1.0
10,01/06,13,Economic,System,SOLR,1,14.0
11,01/06,13,Economic,System,WIND,1,4.0
12,01/06,14,Economic,Local,SOLR,7,10.0
13,01/06,14,Economic,System,SOLR,26,178.0
14,01/06,14,Economic,System,WIND,1,2.0
15,01/06,15,Economic,Local,SOLR,11,14.0
16,01/06,15,Economic,Local,WIND,0,2.0
17,01/06,15,Economic,System,SOLR,1,
18,01/06,16,Economic,Local,SOLR,1,4.0
19,01/06,16,Economic,System,SOLR,1,2.0
20,01/06,17,Economic,System,SOLR,1,2.0
