,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,09/29,1,Economic,System,WIND,2,26.0
1,09/29,10,Economic,Local,SOLR,2,18.0
2,09/29,10,Economic,Local,WIND,0,0.0
3,09/29,10,Economic,System,SOLR,0,
4,09/29,11,Economic,Local,SOLR,45,191.0
5,09/29,11,Economic,Local,WIND,0,0.0
6,09/29,13,Economic,System,SOLR,1,9.0
7,09/29,16,Economic,Local,WIND,61,275.0
8,09/29,16,Economic,System,SOLR,0,
9,09/29,16,SelfSchCut,Local,SOLR,1,4.0
10,09/29,17,Economic,System,SOLR,1,2.0
11,09/29,17,Economic,System,SOLR,1,2.0
12,09/29,18,Economic,System,SOLR,1,2.0
13,09/29,20,Economic,Local,WIND,59,95.0
14,09/29,21,Economic,Local,WIND,58,89.0
15,09/29,24,Economic,Local,WIND,2,19.0
