,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,04/03,9,Economic,Local,SOLR,19,
1,04/03,9,Economic,System,SOLR,27,152.0
2,04/03,9,SelfSchCut,Local,SOLR,1,
3,04/03,10,Economic,Local,SOLR,53,
4,04/03,10,Economic,System,SOLR,485,1039.0
5,04/03,10,Economic,System,WIND,3,9.0
6,04/03,11,Economic,Local,SOLR,112,
7,04/03,11,Economic,Local,WIND,1,
8,04/03,11,Economic,System,SOLR,423,819.0
9,04/03,11,Economic,System,WIND,5,6.0
10,04/03,11,SelfSchCut,Local,SOLR,1,
11,04/03,12,Economic,Local,SOLR,138,0.0
12,04/03,12,Economic,System,SOLR,328,804.0
13,04/03,12,Economic,System,WIND,2,9.0
14,04/03,12,SelfSchCut,Local,SOLR,0,
15,04/03,13,Economic,Local,SOLR,104,0.0
16,04/03,13,Economic,System,SOLR,504,1079.0
17,04/03,13,Economic,System,WIND,2,3.0
18,04/03,14,Economic,Local,SOLR,82,5.0
19,04/03,14,Economic,System,SOLR,134,404.0
20,04/03,15,Economic,Local,SOLR,140,264.0
21,04/03,15,Economic,System,SOLR,20,
22,04/03,16,Economic,Local,SOLR,91,18.0
23,04/03,16,Economic,System,SOLR,88,291.0
24,04/03,16,SelfSchCut,Local,SOLR,11,26.0
25,04/03,17,Economic,Local,SOLR,138,337.0
26,04/03,17,Economic,System,SOLR,20,
27,04/03,17,SelfSchCut,Local,SOLR,19,26.0
28,04/03,18,Economic,Local,SOLR,10,55.0
29,04/03,18,Economic,System,SOLR,0,
30,04/03,18,SelfSchCut,Local,SOLR,2,9.0
31,04/03,19,Economic,System,SOLR,0,5.0
