,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,11/07,8,Economic,Local,SOLR,56,474.0
1,11/07,8,Economic,Local,WIND,0,1.0
2,11/07,8,Economic,System,SOLR,69,
3,11/07,8,Economic,System,WIND,0,
4,11/07,9,Economic,Local,SOLR,254,443.0
5,11/07,9,Economic,Local,WIND,0,
6,11/07,9,Economic,System,SOLR,140,517.0
7,11/07,9,Economic,System,WIND,0,1.0
8,11/07,10,Economic,Local,SOLR,148,319.0
9,11/07,10,Economic,Local,WIND,1,1.0
10,11/07,11,Economic,Local,SOLR,142,455.0
11,11/07,11,Economic,Local,WIND,0,0.0
12,11/07,14,Economic,Local,SOLR,54,130.0
