,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/31,8,Economic,Local,WIND,57,91.0
1,12/31,9,Economic,Local,WIND,137,187.0
2,12/31,9,Economic,System,SOLR,0,
3,12/31,10,Economic,Local,WIND,142,189.0
4,12/31,11,Economic,Local,WIND,146,236.0
5,12/31,12,Economic,Local,WIND,103,151.0
6,12/31,13,Economic,Local,WIND,110,194.0
7,12/31,14,Economic,Local,SOLR,8,100.0
8,12/31,14,Economic,Local,WIND,92,110.0
9,12/31,15,Economic,Local,WIND,116,179.0
10,12/31,16,Economic,Local,WIND,110,130.0
11,12/31,17,Economic,Local,WIND,78,114.0
12,12/31,17,Economic,System,SOLR,0,
13,12/31,18,Economic,Local,WIND,13,30.0
14,12/31,19,Economic,Local,WIND,6,10.0
15,12/31,20,Economic,Local,WIND,4,15.0
