,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,02/18,10,Economic,System,SOLR,0,0.0
1,02/18,11,Economic,System,SOLR,0,0.0
2,02/18,12,Economic,System,SOLR,0,1.0
3,02/18,12,Economic,System,WIND,1,18.0
4,02/18,13,Economic,System,SOLR,8,54.0
5,02/18,13,Economic,System,WIND,10,38.0
6,02/18,14,Economic,System,SOLR,0,0.0
7,02/18,15,Economic,System,SOLR,120,438.0
8,02/18,15,Economic,System,WIND,28,124.0
9,02/18,15,SelfSchCut,Local,SOLR,1,
10,02/18,16,Economic,System,SOLR,189,436.0
11,02/18,16,Economic,System,WIND,110,241.0
12,02/18,16,SelfSchCut,Local,SOLR,1,
13,02/18,17,Economic,System,SOLR,17,122.0
14,02/18,17,Economic,System,WIND,7,33.0
