,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
1,05/07,7,Economic,System,SOLR,1.0,5.0
2,05/07,8,Economic,Local,SOLR,1.0,5.0
3,05/07,8,Economic,Local,WIND,0.0,1.0
4,05/07,8,Economic,System,SOLR,27.0,141.0
5,05/07,8,SelfSchCut,Local,WIND,10.0,16.0
6,05/07,9,Economic,Local,SOLR,2.0,0.0
7,05/07,9,Economic,Local,WIND,2.0,5.0
8,05/07,9,Economic,System,SOLR,92.0,240.0
9,05/07,9,SelfSchCut,Local,WIND,8.0,16.0
10,05/07,10,Economic,Local,SOLR,36.0,0.0
11,05/07,10,Economic,Local,WIND,2.0,1.0
12,05/07,10,Economic,System,SOLR,377.0,683.0
13,05/07,10,ExDispatch,System,SOLR,0.0,
14,05/07,10,SelfSchCut,Local,WIND,7.0,7.0
15,05/07,11,Economic,Local,SOLR,8.0,
16,05/07,11,Economic,System,SOLR,30.0,161.0
17,05/07,11,ExDispatch,System,SOLR,0.0,
18,05/07,11,SelfSchCut,Local,WIND,0.0,0.0
19,05/07,12,Economic,Local,SOLR,8.0,
20,05/07,12,Economic,System,SOLR,131.0,391.0
21,05/07,12,ExDispatch,Local,SOLR,0.0,
22,05/07,12,SelfSchCut,Local,SOLR,0.0,
23,05/07,12,SelfSchCut,Local,WIND,0.0,3.0
24,05/07,13,Economic,Local,SOLR,49.0,317.0
25,05/07,13,Economic,System,SOLR,29.0,
26,05/07,13,ExDispatch,Local,SOLR,2.0,1.0
27,05/07,13,SelfSchCut,Local,SOLR,0.0,
28,05/07,14,Economic,Local,SOLR,11.0,9.0
29,05/07,14,Economic,System,SOLR,85.0,211.0
30,05/07,14,ExDispatch,Local,SOLR,3.0,2.0
31,05/07,15,Economic,Local,SOLR,8.0,8.0
32,05/07,15,Economic,System,SOLR,17,44.0
33,05/07,15,ExDispatch,Local,SOLR,6,5.0
34,05/07,15,SelfSchCut,Local,SOLR,0,
35,05/07,16,Economic,Local,SOLR,5,6.0
36,05/07,16,Economic,System,SOLR,2,24.0
37,05/07,16,ExDispatch,Local,SOLR,1,2.0
38,05/07,17,Economic,Local,SOLR,3,
39,05/07,17,Economic,System,SOLR,2,23.0
40,05/07,18,Economic,Local,SOLR,5,
41,05/07,18,Economic,System,SOLR,168,638.0
42,05/07,18,Economic,System,WIND,1,3.0
43,05/07,20,SelfSchCut,Local,SOLR,0,0.0
