,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,01/24,10,Economic,Local,SOLR,9,14.0
1,01/24,10,Economic,System,SOLR,3,22.0
2,01/24,10,Economic,System,WIND,2,20.0
3,01/24,11,Economic,Local,SOLR,10,14.0
4,01/24,11,Economic,Local,WIND,11,70.0
5,01/24,11,Economic,System,SOLR,4,1.0
6,01/24,11,Economic,System,WIND,3,
7,01/24,12,Economic,Local,SOLR,135,309.0
8,01/24,12,Economic,Local,WIND,36,39.0
9,01/24,12,Economic,System,SOLR,21,1.0
10,01/24,12,Economic,System,WIND,0,
11,01/24,13,Economic,Local,SOLR,177,392.0
12,01/24,13,Economic,Local,WIND,22,108.0
13,01/24,13,Economic,System,SOLR,0,
14,01/24,14,Economic,Local,SOLR,0,
15,01/24,14,Economic,System,SOLR,0,2.0
16,01/24,15,Economic,System,SOLR,0,0.0
