,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,03/19,8,Economic,Local,SOLR,0,
1,03/19,8,Economic,System,SOLR,47,307.0
2,03/19,8,Economic,System,WIND,1,6.0
3,03/19,9,Economic,Local,SOLR,2,8.0
4,03/19,9,Economic,System,SOLR,2,
5,03/19,10,Economic,Local,SOLR,11,128.0
6,03/19,10,Economic,Local,WIND,0,1.0
7,03/19,10,Economic,System,SOLR,4,
8,03/19,11,Economic,Local,SOLR,566,965.0
9,03/19,11,Economic,Local,WIND,1,2.0
10,03/19,11,Economic,System,SOLR,18,
11,03/19,11,Economic,System,WIND,0,
12,03/19,12,Economic,Local,SOLR,237,
13,03/19,12,Economic,Local,WIND,0,
14,03/19,12,Economic,System,SOLR,291,846.0
15,03/19,12,Economic,System,WIND,0,0.0
16,03/19,13,Economic,Local,SOLR,24,
17,03/19,13,Economic,Local,WIND,0,
18,03/19,13,Economic,System,SOLR,200,470.0
19,03/19,13,Economic,System,WIND,0,1.0
20,03/19,14,Economic,Local,SOLR,71,617.0
21,03/19,14,Economic,Local,WIND,0,1.0
22,03/19,14,Economic,System,SOLR,10,
23,03/19,15,Economic,Local,SOLR,4,14.0
24,03/19,16,Economic,Local,SOLR,1,
25,03/19,16,Economic,System,SOLR,124,480.0
26,03/19,16,Economic,System,WIND,5,12.0
27,03/19,17,Economic,Local,SOLR,2,
28,03/19,17,Economic,Local,WIND,3,20.0
29,03/19,17,Economic,System,SOLR,1,10.0
