,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,02/25,8,Economic,Local,SOLR,4,
1,02/25,8,Economic,Local,WIND,0,
2,02/25,8,Economic,System,SOLR,50,342.0
3,02/25,8,Economic,System,WIND,0,2.0
4,02/25,9,Economic,Local,SOLR,62,155.0
5,02/25,9,Economic,Local,WIND,0,1.0
6,02/25,9,Economic,System,SOLR,11,121.0
7,02/25,9,Economic,System,WIND,0,0.0
8,02/25,10,Economic,Local,SOLR,34,25.0
9,02/25,10,Economic,Local,WIND,1,3.0
10,02/25,10,Economic,System,SOLR,5,40.0
11,02/25,11,Economic,Local,SOLR,22,13.0
12,02/25,11,Economic,Local,WIND,3,2.0
13,02/25,11,Economic,System,SOLR,120,358.0
14,02/25,11,Economic,System,WIND,0,0.0
15,02/25,12,Economic,Local,SOLR,11,2.0
16,02/25,12,Economic,Local,WIND,3,4.0
17,02/25,12,Economic,System,SOLR,72,324.0
18,02/25,12,Economic,System,WIND,0,0.0
19,02/25,13,Economic,System,SOLR,13,28.0
20,02/25,14,Economic,System,SOLR,5,22.0
21,02/25,15,Economic,System,SOLR,4,32.0
22,02/25,16,Economic,Local,SOLR,4,47.0
23,02/25,16,Economic,Local,WIND,4,23.0
24,02/25,16,Economic,System,SOLR,2,
25,02/25,17,Economic,System,SOLR,4,12.0
