,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,11/18,5,Economic,Local,WIND,6,30.0
1,11/18,8,Economic,Local,SOLR,15,75.0
2,11/18,9,Economic,Local,SOLR,150,
3,11/18,9,Economic,Local,WIND,9,
4,11/18,9,Economic,System,SOLR,120,786.0
5,11/18,9,Economic,System,WIND,2,11.0
6,11/18,10,Economic,Local,SOLR,257,501.0
7,11/18,10,Economic,Local,WIND,13,16.0
8,11/18,10,Economic,System,SOLR,41,
9,11/18,10,Economic,System,WIND,1,
10,11/18,11,Economic,Local,SOLR,61,191.0
11,11/18,11,Economic,Local,WIND,22,21.0
12,11/18,11,Economic,System,SOLR,0,
13,11/18,12,Economic,Local,SOLR,91,228.0
14,11/18,12,Economic,Local,WIND,24,27.0
15,11/18,12,Economic,System,SOLR,0,
16,11/18,13,Economic,Local,SOLR,29,156.0
17,11/18,13,Economic,Local,WIND,19,20.0
18,11/18,13,Economic,System,SOLR,1,1.0
19,11/18,14,Economic,Local,SOLR,9,110.0
20,11/18,14,Economic,Local,WIND,6,15.0
21,11/18,14,Economic,System,SOLR,1,2.0
22,11/18,15,Economic,Local,SOLR,40,76.0
23,11/18,15,Economic,Local,WIND,2,8.0
24,11/18,15,Economic,System,SOLR,1,2.0
