,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,12/28,6,Economic,Local,WIND,16,192.0
1,12/28,7,Economic,Local,WIND,37,56.0
2,12/28,8,Economic,Local,WIND,46,66.0
3,12/28,9,Economic,Local,WIND,28,68.0
4,12/28,10,Economic,Local,WIND,45,62.0
5,12/28,10,Economic,System,SOLR,1,2.0
6,12/28,11,Economic,Local,WIND,14,59.0
7,12/28,11,Economic,System,SOLR,3,
8,12/28,11,Economic,System,WIND,2,
9,12/28,12,Economic,Local,WIND,1,1.0
10,12/28,12,Economic,System,SOLR,136,540.0
11,12/28,12,Economic,System,WIND,8,8.0
12,12/28,13,Economic,Local,SOLR,112,381.0
13,12/28,13,Economic,Local,WIND,7,11.0
14,12/28,13,Economic,System,SOLR,12,3.0
15,12/28,13,Economic,System,WIND,3,
16,12/28,14,Economic,Local,SOLR,91,184.0
17,12/28,14,Economic,Local,WIND,9,8.0
18,12/28,14,Economic,System,SOLR,1,1.0
19,12/28,14,Economic,System,WIND,0,
20,12/28,15,Economic,Local,SOLR,10,117.0
21,12/28,15,Economic,System,SOLR,1,
22,12/28,16,Economic,System,SOLR,0,0.0
23,12/28,17,Economic,Local,WIND,0,0.0
24,12/28,18,Economic,Local,WIND,13,68.0
25,12/28,19,Economic,Local,WIND,1,4.0
26,12/28,21,Economic,Local,WIND,37,89.0
27,12/28,22,Economic,Local,WIND,83,166.0
28,12/28,23,Economic,Local,WIND,102,146.0
29,12/28,24,Economic,Local,WIND,101,152.0
