,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
1,05/05,7,Economic,Local,SOLR,1.0,15.0
2,05/05,7,Economic,System,SOLR,0.0,
3,05/05,8,Economic,Local,SOLR,2.0,22.0
4,05/05,8,Economic,Local,WIND,1.0,
5,05/05,8,Economic,System,SOLR,2.0,
6,05/05,9,Economic,Local,WIND,3.0,3.0
7,05/05,9,Economic,System,SOLR,7.0,28.0
8,05/05,10,Economic,Local,SOLR,2.0,8.0
9,05/05,10,Economic,Local,WIND,66.0,86.0
10,05/05,11,Economic,Local,WIND,123.0,144.0
11,05/05,11,ExDispatch,Local,SOLR,1.0,
12,05/05,11,ExDispatch,System,SOLR,0.0,
13,05/05,12,Economic,Local,SOLR,10.0,15.0
14,05/05,12,Economic,Local,WIND,103.0,130.0
15,05/05,12,ExDispatch,Local,SOLR,5.0,7.0
16,05/05,12,SelfSchCut,Local,SOLR,0.0,
17,05/05,13,Economic,Local,SOLR,27.0,53.0
18,05/05,13,Economic,System,SOLR,3.0,
19,05/05,13,ExDispatch,Local,SOLR,5.0,8.0
20,05/05,14,Economic,Local,SOLR,11.0,17.0
21,05/05,14,ExDispatch,Local,SOLR,0.0,
22,05/05,14,SelfSchCut,Local,SOLR,0.0,
23,05/05,15,Economic,Local,SOLR,6.0,14.0
24,05/05,15,ExDispatch,Local,SOLR,1.0,1.0
25,05/05,16,Economic,Local,SOLR,0.0,3.0
26,05/05,17,Economic,Local,SOLR,0.0,3.0
27,05/05,18,Economic,Local,SOLR,3.0,35.0
