,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,11/30,4,Economic,Local,WIND,88,141.0
1,11/30,5,Economic,Local,WIND,115,144.0
2,11/30,6,Economic,Local,WIND,100,102.0
3,11/30,7,Economic,Local,WIND,109,143.0
4,11/30,8,Economic,Local,SOLR,89,198.0
5,11/30,8,Economic,Local,WIND,159,232.0
6,11/30,9,Economic,Local,SOLR,338,465.0
7,11/30,9,Economic,Local,WIND,200,200.0
8,11/30,9,Economic,System,SOLR,3,33.0
9,11/30,10,Economic,Local,SOLR,891,1072.0
10,11/30,10,Economic,Local,WIND,203,201.0
11,11/30,10,SelfSchCut,Local,SOLR,3,
12,11/30,10,SelfSchCut,Local,WIND,12,150.0
13,11/30,11,Economic,Local,SOLR,855,1058.0
14,11/30,11,Economic,Local,WIND,185,202.0
15,11/30,12,Economic,Local,SOLR,648,796.0
16,11/30,12,Economic,Local,WIND,202,201.0
17,11/30,13,Economic,Local,SOLR,491,708.0
18,11/30,13,Economic,Local,WIND,202,201.0
19,11/30,14,Economic,Local,SOLR,597,736.0
20,11/30,14,Economic,Local,WIND,210,271.0
21,11/30,14,SelfSchCut,Local,WIND,9,
22,11/30,15,Economic,Local,SOLR,309,924.0
23,11/30,15,Economic,Local,WIND,116,248.0
24,11/30,16,Economic,Local,SOLR,71,196.0
