,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,03/26,5,Economic,System,WIND,0.0,3.0
1,03/26,8,Economic,Local,SOLR,0.0,
2,03/26,8,Economic,System,SOLR,116.0,488.0
3,03/26,8,Economic,System,WIND,19.0,50.0
4,03/26,9,Economic,Local,SOLR,10.0,
5,03/26,9,Economic,Local,WIND,4.0,
6,03/26,9,Economic,System,SOLR,193.0,756.0
7,03/26,9,Economic,System,WIND,26.0,53.0
8,03/26,10,Economic,Local,SOLR,90.0,
9,03/26,10,Economic,Local,WIND,10.0,
10,03/26,10,Economic,System,SOLR,236.0,585.0
11,03/26,10,Economic,System,WIND,34.0,51.0
12,03/26,10,SelfSchCut,Local,SOLR,2.0,
13,03/26,11,Economic,Local,SOLR,461.0,801.0
14,03/26,11,Economic,Local,WIND,25.0,31.0
15,03/26,11,Economic,System,SOLR,60.0,83.0
16,03/26,11,Economic,System,WIND,7.0,
17,03/26,11,SelfSchCut,Local,SOLR,0.0,
18,03/26,12,Economic,Local,SOLR,797.0,990.0
19,03/26,12,Economic,Local,WIND,48.0,55.0
20,03/26,12,Economic,System,SOLR,7.0,53.0
21,03/26,13,Economic,Local,SOLR,256.0,
22,03/26,13,Economic,Local,WIND,37.0,
23,03/26,13,Economic,System,SOLR,354.0,973.0
24,03/26,13,Economic,System,WIND,26.0,56.0
25,03/26,14,Economic,Local,SOLR,290.0,1153.0
26,03/26,14,Economic,Local,WIND,39.0,242.0
27,03/26,14,Economic,System,SOLR,914.0,127.0
28,03/26,14,Economic,System,WIND,46.0,8.0
29,03/26,15,Economic,Local,SOLR,1120,1128.0
30,03/26,15,Economic,Local,WIND,178,189.0
31,03/26,15,Economic,System,SOLR,62,115.0
32,03/26,15,Economic,System,WIND,8,9.0
33,03/26,15,SelfSchCut,Local,SOLR,111,128.0
34,03/26,15,SelfSchCut,Local,WIND,31,180.0
35,03/26,16,Economic,Local,SOLR,979,1129.0
36,03/26,16,Economic,Local,WIND,136,152.0
37,03/26,16,Economic,System,SOLR,88,234.0
38,03/26,16,Economic,System,WIND,1,5.0
39,03/26,16,SelfSchCut,Local,SOLR,0,
40,03/26,17,Economic,Local,SOLR,315,756.0
41,03/26,17,Economic,Local,WIND,53,78.0
42,03/26,17,Economic,System,SOLR,0,
43,03/26,18,Economic,Local,SOLR,1,
44,03/26,18,Economic,System,SOLR,1,6.0
45,03/26,18,Economic,System,WIND,12,81.0
46,03/26,23,Economic,System,WIND,2,23.0
47,03/26,24,Economic,System,WIND,128,391.0
