,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,10/13,8,Economic,Local,SOLR,7,66.0
1,10/13,9,Economic,Local,SOLR,28,86.0
2,10/13,10,Economic,Local,SOLR,142,190.0
3,10/13,11,Economic,Local,SOLR,252,619.0
4,10/13,11,Economic,Local,WIND,0,1.0
5,10/13,12,Economic,Local,SOLR,156,189.0
6,10/13,13,Economic,Local,SOLR,65,87.0
7,10/13,13,Economic,System,SOLR,0,
8,10/13,14,Economic,Local,SOLR,42,48.0
9,10/13,14,Economic,System,SOLR,0,2.0
10,10/13,15,Economic,Local,SOLR,66,84.0
11,10/13,16,Economic,Local,SOLR,45,79.0
12,10/13,16,Economic,System,SOLR,0,
13,10/13,17,Economic,Local,SOLR,98,283.0
14,10/13,17,Economic,System,SOLR,0,2.0
15,10/13,18,Economic,System,SOLR,1,2.0
16,10/13,19,Economic,System,SOLR,0,0.0
