,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
1,04/24,9,Economic,Local,SOLR,63.0,
2,04/24,9,Economic,Local,WIND,1.0,
3,04/24,9,Economic,System,SOLR,49.0,577.0
4,04/24,9,Economic,System,WIND,1.0,16.0
5,04/24,10,Economic,Local,SOLR,12.0,82.0
6,04/24,10,Economic,System,SOLR,9.0,12.0
7,04/24,11,Economic,Local,SOLR,14.0,25.0
8,04/24,11,SelfSchCut,Local,SOLR,3.0,
9,04/24,12,Economic,Local,SOLR,20.0,21.0
10,04/24,12,SelfSchCut,Local,SOLR,2.0,5.0
11,04/24,13,Economic,Local,SOLR,24.0,27.0
12,04/24,13,SelfSchCut,Local,SOLR,5.0,8.0
13,04/24,14,Economic,Local,SOLR,16.0,20.0
14,04/24,14,Economic,System,SOLR,2.0,28.0
15,04/24,14,SelfSchCut,Local,SOLR,6.0,5.0
16,04/24,15,Economic,Local,SOLR,6.0,13.0
17,04/24,15,Economic,System,SOLR,30.0,193.0
18,04/24,15,Economic,System,WIND,1.0,9.0
19,04/24,15,SelfSchCut,Local,SOLR,4.0,8.0
20,04/24,16,Economic,Local,SOLR,9.0,13.0
21,04/24,16,Economic,System,SOLR,2.0,23.0
22,04/24,16,SelfSchCut,Local,SOLR,1.0,2.0
23,04/24,17,Economic,Local,SOLR,5.0,
24,04/24,17,Economic,System,SOLR,2.0,22.0
