,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,10/06,10,SelfSchCut,Local,SOLR,61,153.0
1,10/06,10,SelfSchCut,Local,WIND,1,
2,10/06,11,Economic,System,SOLR,1,
3,10/06,11,SelfSchCut,Local,SOLR,98,123.0
4,10/06,11,SelfSchCut,Local,WIND,30,62.0
5,10/06,12,Economic,System,SOLR,0,
6,10/06,12,SelfSchCut,Local,SOLR,17,29.0
7,10/06,12,SelfSchCut,Local,WIND,14,27.0
8,10/06,13,Economic,System,SOLR,0,
9,10/06,13,SelfSchCut,Local,SOLR,30,64.0
10,10/06,13,SelfSchCut,Local,WIND,26,27.0
11,10/06,14,SelfSchCut,Local,SOLR,33,50.0
12,10/06,14,SelfSchCut,Local,WIND,12,13.0
13,10/06,15,Economic,System,SOLR,0,
14,10/06,15,SelfSchCut,Local,SOLR,10,23.0
15,10/06,16,Economic,Local,SOLR,0,
16,10/06,16,Economic,System,SOLR,1,4.0
17,10/06,17,Economic,System,SOLR,1,2.0
18,10/06,18,Economic,System,SOLR,0,2.0
19,10/06,19,Economic,System,SOLR,0,0.0
