,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,03/30,3,Economic,System,WIND,3,35.0
1,03/30,4,Economic,System,WIND,1,11.0
2,03/30,8,Economic,Local,SOLR,1,
3,03/30,8,Economic,System,SOLR,0,3.0
4,03/30,9,Economic,Local,SOLR,47,
5,03/30,9,Economic,Local,WIND,13,
6,03/30,9,Economic,System,SOLR,176,651.0
7,03/30,9,Economic,System,WIND,73,146.0
8,03/30,10,Economic,System,SOLR,569,1404.0
9,03/30,10,Economic,System,WIND,78,91.0
10,03/30,11,Economic,Local,SOLR,72,
11,03/30,11,Economic,Local,WIND,8,
12,03/30,11,Economic,System,SOLR,418,949.0
13,03/30,11,Economic,System,WIND,64,111.0
14,03/30,12,Economic,Local,SOLR,99,
15,03/30,12,Economic,Local,WIND,8,
16,03/30,12,Economic,System,SOLR,391,921.0
17,03/30,12,Economic,System,WIND,82,93.0
18,03/30,13,Economic,Local,SOLR,70,84.0
19,03/30,13,Economic,System,SOLR,712,1047.0
20,03/30,13,Economic,System,WIND,94,106.0
21,03/30,14,Economic,Local,SOLR,39,2.0
22,03/30,14,Economic,System,SOLR,874,1182.0
23,03/30,14,Economic,System,WIND,84,80.0
24,03/30,15,Economic,Local,SOLR,318,
25,03/30,15,Economic,Local,WIND,20,
26,03/30,15,Economic,System,SOLR,198,1409.0
27,03/30,15,Economic,System,WIND,13,78.0
