,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,04/10,8,Economic,Local,SOLR,1.0,6.0
1,04/10,9,Economic,Local,SOLR,7.0,11.0
2,04/10,9,Economic,System,SOLR,3.0,14.0
3,04/10,10,Economic,Local,SOLR,7.0,8.0
4,04/10,10,Economic,System,SOLR,8.0,15.0
5,04/10,11,Economic,Local,SOLR,0.0,
6,04/10,11,Economic,System,SOLR,1.0,15.0
7,04/10,11,ExDispatch,Local,SOLR,2.0,
8,04/10,11,ExDispatch,System,SOLR,1.0,9.0
9,04/10,11,SelfSchCut,Local,SOLR,0.0,
10,04/10,12,Economic,Local,SOLR,3.0,25.0
11,04/10,12,ExDispatch,Local,SOLR,4.0,12.0
12,04/10,12,ExDispatch,System,SOLR,8.0,
13,04/10,13,Economic,Local,SOLR,1.0,3.0
14,04/10,13,ExDispatch,Local,SOLR,6.0,13.0
15,04/10,13,ExDispatch,System,SOLR,6.0,
16,04/10,14,Economic,Local,SOLR,1.0,1.0
17,04/10,14,Economic,System,SOLR,14.0,72.0
18,04/10,14,ExDispatch,Local,SOLR,11.0,12.0
19,04/10,14,ExDispatch,System,SOLR,1.0,
20,04/10,15,Economic,Local,SOLR,6.0,4.0
21,04/10,15,Economic,System,SOLR,15.0,47.0
22,04/10,15,ExDispatch,Local,SOLR,9.0,12.0
23,04/10,16,Economic,Local,SOLR,7.0,7.0
24,04/10,16,Economic,System,SOLR,0.0,0.0
25,04/10,16,ExDispatch,Local,SOLR,9.0,11.0
26,04/10,16,ExDispatch,System,SOLR,0.0,0.0
27,04/10,17,Economic,Local,SOLR,6.0,23.0
28,04/10,17,Economic,Local,WIND,0.0,
29,04/10,17,Economic,System,SOLR,10,
30,04/10,17,ExDispatch,Local,SOLR,2,3.0
31,04/10,17,ExDispatch,System,SOLR,0,
32,04/10,18,Economic,Local,SOLR,1,
33,04/10,18,Economic,System,SOLR,29,168.0
34,04/10,18,Economic,System,WIND,0,
35,04/10,19,Economic,Local,SOLR,1,3.0
