,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,02/23,7,Economic,Local,SOLR,0.0,1.0
1,02/23,8,Economic,Local,SOLR,312.0,843.0
2,02/23,8,Economic,Local,WIND,32.0,66.0
3,02/23,8,Economic,System,SOLR,5.0,
4,02/23,8,Economic,System,WIND,4.0,
5,02/23,9,Economic,Local,SOLR,856.0,1140.0
6,02/23,9,Economic,Local,WIND,175.0,258.0
7,02/23,9,Economic,System,SOLR,3.0,13.0
8,02/23,9,Economic,System,WIND,4.0,33.0
9,02/23,9,SelfSchCut,Local,SOLR,102.0,575.0
10,02/23,9,SelfSchCut,Local,WIND,40.0,309.0
11,02/23,10,Economic,Local,SOLR,1184.0,1193.0
12,02/23,10,Economic,Local,WIND,231.0,212.0
13,02/23,10,Economic,System,SOLR,14.0,17.0
14,02/23,10,Economic,System,WIND,24.0,17.0
15,02/23,10,SelfSchCut,Local,SOLR,394.0,512.0
16,02/23,10,SelfSchCut,Local,WIND,220.0,308.0
17,02/23,10,SelfSchCut,System,SOLR,2.0,
18,02/23,10,SelfSchCut,System,WIND,1.0,
19,02/23,11,Economic,Local,SOLR,1166.0,1158.0
20,02/23,11,Economic,Local,WIND,221.0,251.0
21,02/23,11,Economic,System,SOLR,11.0,18.0
22,02/23,11,Economic,System,WIND,13.0,26.0
23,02/23,11,SelfSchCut,Local,SOLR,45.0,298.0
24,02/23,11,SelfSchCut,Local,WIND,32.0,253.0
25,02/23,12,Economic,Local,SOLR,1151.0,1180.0
26,02/23,12,Economic,Local,WIND,100.0,210.0
27,02/23,13,Economic,Local,SOLR,1064.0,1140.0
28,02/23,13,Economic,Local,WIND,56.0,125.0
29,02/23,14,Economic,Local,SOLR,1059,1050.0
30,02/23,14,Economic,Local,WIND,92,262.0
31,02/23,15,Economic,Local,SOLR,888,1129.0
32,02/23,15,Economic,Local,WIND,187,211.0
33,02/23,15,Economic,System,SOLR,189,
34,02/23,15,Economic,System,WIND,39,
35,02/23,15,SelfSchCut,Local,SOLR,61,215.0
36,02/23,16,Economic,Local,SOLR,568,1112.0
37,02/23,16,Economic,Local,WIND,125,232.0
38,02/23,16,Economic,System,SOLR,297,18.0
39,02/23,16,Economic,System,WIND,69,12.0
40,02/23,16,SelfSchCut,Local,SOLR,93,270.0
41,02/23,16,SelfSchCut,Local,WIND,3,24.0
42,02/23,17,Economic,Local,SOLR,3,10.0
43,02/23,17,Economic,System,SOLR,134,706.0
44,02/23,17,Economic,System,WIND,17,49.0
45,02/23,18,Economic,Local,SOLR,0,
46,02/23,18,Economic,System,SOLR,0,2.0
